Days,Advertiser verticals,Device categories,Creative size,Buyer networks,Revenue,Ad impressions,Ad eCPM (£)
6/19/20,Home & Garden,Tablets,728x90,Agency B,£0.87 ,2443,£0.35 
6/19/20,Food & Groceries,Desktop,970x250,Agency B,£1.00 ,2432,£0.41 
6/19/20,Family & Community,Desktop,728x90,Agency C,£0.76 ,2432,£0.31 
6/19/20,Health,Desktop,300x600,Agency B,£1.88 ,2426,£0.77 
6/19/20,"News, Books & Publications",High-end mobile devices,300x250,Agency B,£0.67 ,2417,£0.28 
6/19/20,Arts & Entertainment,High-end mobile devices,300x600,Agency C,£4.51 ,2412,£1.87 
6/19/20,Sports & Fitness,Desktop,Native,Agency B,£2.57 ,2400,£1.07 
6/19/20,Computers & Consumer Electronics,Desktop,970x250,Agency C,£3.87 ,2395,£1.62 
6/19/20,Arts & Entertainment,High-end mobile devices,300x600,Agency B,£1.58 ,2383,£0.66 
6/19/20,Family & Community,High-end mobile devices,Native,Agency B,£1.10 ,2374,£0.46 
6/19/20,Business & Industrial,Desktop,728x90,Agency C,£1.19 ,2359,£0.51 
6/19/20,Beauty & Personal Care,Desktop,300x250,Agency C,£2.29 ,2358,£0.97 
6/19/20,Home & Garden,High-end mobile devices,320x50,Agency B,£0.92 ,2352,£0.39 
6/19/20,Finance,High-end mobile devices,320x50,Agency B,£1.49 ,2349,£0.63 
6/19/20,Family & Community,Desktop,Native,Agency B,£1.56 ,2347,£0.67 
6/19/20,Sports & Fitness,Tablets,300x600,Agency B,£2.77 ,2334,£1.19 
6/19/20,"News, Books & Publications",Desktop,728x90,Agency B,£0.81 ,2327,£0.35 
6/19/20,Internet & Telecom,Desktop,300x250,Agency C,£2.50 ,2323,£1.08 
6/19/20,Home & Garden,High-end mobile devices,Native,Agency B,£2.35 ,2323,£1.01 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,Interstitial,Agency B,£9.43 ,2319,£4.06 
6/19/20,Autos & Vehicles,Desktop,300x600,Agency C,£4.44 ,2283,£1.95 
6/19/20,Finance,High-end mobile devices,Native,Agency B,£3.28 ,2272,£1.45 
6/19/20,"Hobbies, Games & Leisure",High-end mobile devices,300x600,Agency B,£2.19 ,2251,£0.97 
6/19/20,"News, Books & Publications",Tablets,300x250,Agency B,£0.32 ,2245,£0.14 
6/19/20,Travel & Tourism,Desktop,300x600,Agency B,£3.44 ,2224,£1.55 
6/19/20,Health,High-end mobile devices,300x600,Agency B,£2.13 ,2223,£0.96 
6/19/20,Health,High-end mobile devices,320x50,Agency B,£0.92 ,2207,£0.41 
6/19/20,Law & Government,Desktop,Native,Agency B,£1.90 ,2200,£0.86 
6/19/20,Health,Tablets,728x90,Agency B,£0.91 ,2191,£0.41 
6/19/20,Finance,Tablets,970x250,Agency B,£0.96 ,2189,£0.44 
6/19/20,Internet & Telecom,Tablets,300x600,Agency E,£3.82 ,2186,£1.75 
6/19/20,Arts & Entertainment,Desktop,300x250,Agency C,£1.29 ,2184,£0.59 
6/19/20,Law & Government,High-end mobile devices,Interstitial,Agency B,£7.61 ,2174,£3.50 
6/19/20,Arts & Entertainment,Tablets,300x600,Agency B,£1.15 ,2130,£0.54 
6/19/20,Food & Groceries,High-end mobile devices,Interstitial,Agency B,£6.88 ,2099,£3.28 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,320x50,Agency B,£0.79 ,2094,£0.38 
6/19/20,Apparel,Tablets,Interstitial,Agency B,£6.75 ,2082,£3.24 
6/19/20,Home & Garden,Tablets,300x600,Agency B,£1.61 ,2076,£0.78 
6/19/20,Apparel,High-end mobile devices,320x50,Agency C,£2.63 ,2055,£1.28 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,Video/Overlay,Agency B,£1.14 ,2045,£0.56 
6/19/20,"Hobbies, Games & Leisure",High-end mobile devices,320x50,Agency B,£0.66 ,2027,£0.33 
6/19/20,Mobile Apps,Desktop,300x250,Agency B,£0.40 ,2019,£0.20 
6/19/20,"Hobbies, Games & Leisure",High-end mobile devices,Native,Agency B,£1.09 ,2012,£0.54 
6/19/20,"Hobbies, Games & Leisure",Tablets,970x250,Agency B,£0.77 ,2002,£0.39 
6/19/20,Computers & Consumer Electronics,Desktop,Video/Overlay,Agency B,£2.72 ,1956,£1.39 
6/19/20,Jobs & Education,High-end mobile devices,300x600,Agency B,£2.15 ,1956,£1.10 
6/19/20,Food & Groceries,Tablets,300x250,Agency B,£0.50 ,1938,£0.26 
6/19/20,Autos & Vehicles,High-end mobile devices,300x600,Agency C,£3.53 ,1920,£1.84 
6/19/20,Sports & Fitness,Desktop,728x90,Agency B,£1.77 ,1901,£0.93 
6/19/20,Beauty & Personal Care,High-end mobile devices,300x600,Agency B,£1.68 ,1873,£0.90 
6/19/20,Business & Industrial,Desktop,Native,Agency C,£2.13 ,1869,£1.14 
6/19/20,Finance,Tablets,300x250,Agency C,£1.14 ,1849,£0.62 
6/19/20,Business & Industrial,Desktop,300x250,Agency C,£1.01 ,1846,£0.54 
6/19/20,"Hobbies, Games & Leisure",Tablets,300x600,Agency B,£1.09 ,1829,£0.59 
6/19/20,Apparel,High-end mobile devices,Native,Agency B,£1.62 ,1812,£0.89 
6/19/20,Sports & Fitness,High-end mobile devices,300x250,Agency B,£1.12 ,1810,£0.62 
6/19/20,Home & Garden,High-end mobile devices,Interstitial,Agency B,£7.97 ,1798,£4.43 
6/19/20,Arts & Entertainment,High-end mobile devices,320x50,Agency B,£1.09 ,1784,£0.61 
6/19/20,Sports & Fitness,Tablets,970x250,Agency B,£0.64 ,1782,£0.36 
6/19/20,Internet & Telecom,High-end mobile devices,Native,Agency B,£1.59 ,1773,£0.90 
6/19/20,Internet & Telecom,Tablets,300x600,Agency B,£1.82 ,1748,£1.04 
6/19/20,Real Estate,Tablets,970x250,Agency B,£0.65 ,1747,£0.37 
6/19/20,Jobs & Education,High-end mobile devices,300x250,Agency B,£1.17 ,1704,£0.69 
6/19/20,Beauty & Personal Care,Tablets,300x600,Agency B,£0.65 ,1704,£0.38 
6/19/20,Internet & Telecom,Desktop,300x600,Agency C,£1.97 ,1702,£1.16 
6/19/20,Autos & Vehicles,High-end mobile devices,300x600,Agency E,£2.30 ,1688,£1.36 
6/19/20,Finance,Desktop,970x250,Agency C,£2.51 ,1686,£1.49 
6/19/20,Real Estate,High-end mobile devices,300x250,Agency B,£1.07 ,1686,£0.64 
6/19/20,Sports & Fitness,High-end mobile devices,Interstitial,Agency B,£6.48 ,1673,£3.87 
6/19/20,Arts & Entertainment,High-end mobile devices,300x250,Agency B,£1.15 ,1662,£0.69 
6/19/20,Autos & Vehicles,High-end mobile devices,300x250,Agency E,£2.31 ,1644,£1.41 
6/19/20,Travel & Tourism,Desktop,Native,Agency B,£2.15 ,1609,£1.34 
6/19/20,Mobile Apps,Tablets,300x250,Agency B,£0.22 ,1606,£0.14 
6/19/20,Law & Government,High-end mobile devices,320x50,Agency B,£0.88 ,1599,£0.55 
6/19/20,Internet & Telecom,Desktop,300x600,Agency E,£3.50 ,1593,£2.20 
6/19/20,Sports & Fitness,Tablets,300x250,Agency B,£0.65 ,1585,£0.41 
6/19/20,Beauty & Personal Care,High-end mobile devices,320x50,Agency B,£0.65 ,1578,£0.42 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,300x250,Agency D,£2.01 ,1575,£1.27 
6/19/20,Health,High-end mobile devices,Native,Agency B,£0.87 ,1565,£0.56 
6/19/20,Computers & Consumer Electronics,Tablets,728x90,Agency B,£0.61 ,1562,£0.39 
6/19/20,Beauty & Personal Care,Tablets,970x250,Agency B,£0.77 ,1560,£0.49 
6/19/20,Occasions & Gifts,Desktop,728x90,Agency B,£0.44 ,1551,£0.28 
6/19/20,Real Estate,Tablets,300x250,Agency B,£0.53 ,1548,£0.35 
6/19/20,Internet & Telecom,Tablets,970x250,Agency E,£1.81 ,1545,£1.17 
6/19/20,Arts & Entertainment,High-end mobile devices,Interstitial,Agency C,£5.24 ,1531,£3.42 
6/19/20,Family & Community,High-end mobile devices,320x50,Agency B,£0.48 ,1501,£0.32 
6/19/20,Health,High-end mobile devices,320x50,Agency E,£1.88 ,1476,£1.28 
6/19/20,Mobile Apps,Desktop,Native,Agency B,£1.08 ,1476,£0.73 
6/19/20,Food & Groceries,High-end mobile devices,320x50,Agency B,£0.58 ,1446,£0.40 
6/19/20,Family & Community,Desktop,300x250,Agency C,£0.62 ,1437,£0.43 
6/19/20,Internet & Telecom,Desktop,728x90,Agency C,£1.50 ,1423,£1.06 
6/19/20,Law & Government,Tablets,728x90,Agency B,£0.40 ,1406,£0.29 
6/19/20,Apparel,Desktop,300x250,Agency C,£1.79 ,1405,£1.27 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,300x600,Agency D,£1.78 ,1392,£1.28 
6/19/20,"Hobbies, Games & Leisure",High-end mobile devices,320x50,Agency C,£0.58 ,1388,£0.42 
6/19/20,Beauty & Personal Care,High-end mobile devices,320x50,Agency C,£1.09 ,1352,£0.81 
6/19/20,Law & Government,High-end mobile devices,300x250,Agency B,£1.07 ,1351,£0.79 
6/19/20,Real Estate,Tablets,Native,Agency B,£0.59 ,1349,£0.44 
6/19/20,Beauty & Personal Care,Tablets,728x90,Agency B,£0.49 ,1335,£0.37 
6/19/20,Finance,High-end mobile devices,300x250,Agency E,£2.87 ,1331,£2.16 
6/19/20,Finance,Tablets,728x90,Agency C,£0.87 ,1331,£0.65 
6/19/20,Internet & Telecom,Tablets,970x250,Agency B,£1.37 ,1325,£1.04 
6/19/20,Real Estate,High-end mobile devices,320x50,Agency B,£0.54 ,1315,£0.41 
6/19/20,Real Estate,Tablets,728x90,Agency B,£0.30 ,1294,£0.23 
6/19/20,Occasions & Gifts,Tablets,Native,Agency B,£1.72 ,1287,£1.33 
6/19/20,Business & Industrial,High-end mobile devices,300x250,Agency C,£1.24 ,1268,£0.97 
6/19/20,"Hobbies, Games & Leisure",Desktop,728x90,Agency C,£0.50 ,1268,£0.39 
6/19/20,Food & Groceries,Desktop,Video/Overlay,Agency B,£4.75 ,1252,£3.79 
6/19/20,Beauty & Personal Care,High-end mobile devices,300x600,Agency E,£4.09 ,1246,£3.28 
6/19/20,Jobs & Education,High-end mobile devices,Interstitial,Agency B,£4.76 ,1245,£3.82 
6/19/20,Autos & Vehicles,High-end mobile devices,300x250,Agency C,£1.65 ,1241,£1.33 
6/19/20,Real Estate,High-end mobile devices,Native,Agency B,£1.17 ,1238,£0.95 
6/19/20,Home & Garden,High-end mobile devices,300x250,Agency C,£2.30 ,1233,£1.86 
6/19/20,"News, Books & Publications",Tablets,728x90,Agency B,£0.42 ,1232,£0.34 
6/19/20,Travel & Tourism,Tablets,300x250,Agency B,£0.44 ,1219,£0.36 
6/19/20,Sports & Fitness,High-end mobile devices,Native,Agency B,£0.97 ,1197,£0.81 
6/19/20,Arts & Entertainment,Tablets,970x250,Agency B,£0.77 ,1194,£0.64 
6/19/20,Real Estate,Tablets,300x600,Agency B,£0.87 ,1186,£0.74 
6/19/20,Autos & Vehicles,High-end mobile devices,Video/Overlay,Agency B,£0.76 ,1184,£0.64 
6/19/20,Computers & Consumer Electronics,Tablets,Native,Agency B,£0.52 ,1166,£0.44 
6/19/20,Real Estate,High-end mobile devices,Interstitial,Agency B,£4.52 ,1155,£3.92 
6/19/20,"Hobbies, Games & Leisure",High-end mobile devices,Video/Overlay,Agency C,£11.67 ,1152,£10.13 
6/19/20,Business & Industrial,High-end mobile devices,Native,Agency C,£1.82 ,1147,£1.59 
6/19/20,Autos & Vehicles,Desktop,970x250,Agency C,£2.44 ,1137,£2.15 
6/19/20,Internet & Telecom,Tablets,300x250,Agency C,£1.24 ,1125,£1.10 
6/19/20,Sports & Fitness,High-end mobile devices,320x50,Agency B,£0.45 ,1122,£0.40 
6/19/20,Business & Industrial,High-end mobile devices,320x50,Agency A,£0.88 ,1102,£0.80 
6/19/20,Internet & Telecom,Desktop,970x250,Agency C,£1.99 ,1100,£1.81 
6/19/20,Health,Tablets,970x250,Agency B,£0.54 ,1099,£0.49 
6/19/20,Internet & Telecom,Tablets,Native,Agency B,£0.78 ,1096,£0.71 
6/19/20,"News, Books & Publications",High-end mobile devices,300x600,Agency D,£2.26 ,1091,£2.07 
6/19/20,Beauty & Personal Care,Desktop,728x90,Agency C,£0.75 ,1089,£0.69 
6/19/20,"Hobbies, Games & Leisure",Desktop,300x250,Agency C,£0.63 ,1076,£0.59 
6/19/20,Law & Government,Desktop,300x600,Agency B,£0.72 ,1056,£0.68 
6/19/20,Apparel,High-end mobile devices,320x50,Agency A,£1.37 ,1044,£1.31 
6/19/20,Occasions & Gifts,Tablets,970x250,Agency B,£0.47 ,1044,£0.45 
6/19/20,Finance,Tablets,320x50,Agency C,£0.82 ,1033,£0.79 
6/19/20,Autos & Vehicles,High-end mobile devices,Interstitial,Agency B,£3.68 ,1025,£3.59 
6/19/20,"News, Books & Publications",High-end mobile devices,300x600,Agency B,£0.86 ,1025,£0.84 
6/19/20,Arts & Entertainment,High-end mobile devices,Native,Agency B,£0.72 ,1024,£0.70 
6/19/20,Travel & Tourism,High-end mobile devices,Native,Agency B,£1.30 ,1022,£1.28 
6/19/20,Food & Groceries,Desktop,Native,Agency B,£0.59 ,1020,£0.58 
6/19/20,"News, Books & Publications",Desktop,300x600,Agency B,£0.66 ,1004,£0.65 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,Native,Agency B,£0.88 ,991,£0.88 
6/19/20,"News, Books & Publications",Desktop,Native,Agency B,£0.76 ,989,£0.77 
6/19/20,Apparel,Desktop,728x90,Agency A,£0.84 ,983,£0.86 
6/19/20,Law & Government,Tablets,970x250,Agency B,£0.33 ,982,£0.33 
6/19/20,Apparel,Desktop,728x90,Agency C,£0.64 ,980,£0.66 
6/19/20,Health,Tablets,Native,Agency B,£0.58 ,978,£0.60 
6/19/20,Apparel,Tablets,Native,Agency B,£0.73 ,975,£0.75 
6/19/20,Arts & Entertainment,Tablets,728x90,Agency B,£0.49 ,972,£0.51 
6/19/20,Internet & Telecom,Desktop,Video/Overlay,Agency B,£5.02 ,970,£5.17 
6/19/20,Beauty & Personal Care,High-end mobile devices,300x250,Agency C,£1.67 ,962,£1.74 
6/19/20,"News, Books & Publications",High-end mobile devices,320x50,Agency B,£0.65 ,956,£0.68 
6/19/20,Occasions & Gifts,Desktop,300x600,Agency B,£0.51 ,953,£0.54 
6/19/20,"Hobbies, Games & Leisure",Desktop,970x250,Agency C,£1.36 ,945,£1.44 
6/19/20,Travel & Tourism,High-end mobile devices,Interstitial,Agency B,£4.64 ,942,£4.93 
6/19/20,Jobs & Education,Tablets,300x250,Agency B,£0.46 ,941,£0.49 
6/19/20,Mobile Apps,Tablets,970x250,Agency B,£0.15 ,937,£0.16 
6/19/20,Arts & Entertainment,Desktop,Video/Overlay,Agency C,£10.00 ,936,£10.68 
6/19/20,Family & Community,Tablets,300x250,Agency B,£0.35 ,936,£0.38 
6/19/20,Autos & Vehicles,High-end mobile devices,300x600,Agency D,£2.24 ,926,£2.42 
6/19/20,Jobs & Education,High-end mobile devices,320x50,Agency B,£0.61 ,921,£0.66 
6/19/20,Business & Industrial,Desktop,Video/Overlay,Agency B,£2.29 ,918,£2.49 
6/19/20,Apparel,High-end mobile devices,300x250,Agency C,£1.24 ,916,£1.35 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,300x250,Agency C,£0.90 ,913,£0.98 
6/19/20,Travel & Tourism,High-end mobile devices,320x50,Agency B,£1.19 ,910,£1.31 
6/19/20,Business & Industrial,Desktop,300x600,Agency C,£0.94 ,910,£1.03 
6/19/20,Law & Government,High-end mobile devices,300x600,Agency B,£1.42 ,900,£1.58 
6/19/20,Travel & Tourism,High-end mobile devices,300x600,Agency B,£1.35 ,868,£1.56 
6/19/20,Food & Groceries,Tablets,728x90,Agency B,£0.43 ,863,£0.50 
6/19/20,Internet & Telecom,Desktop,970x250,Agency E,£2.24 ,862,£2.60 
6/19/20,Health,High-end mobile devices,320x50,Agency C,£0.75 ,856,£0.88 
6/19/20,Occasions & Gifts,Tablets,728x90,Agency B,£0.26 ,854,£0.30 
6/19/20,Food & Groceries,High-end mobile devices,300x250,Agency B,£0.41 ,844,£0.49 
6/19/20,Jobs & Education,Tablets,728x90,Agency B,£0.35 ,833,£0.42 
6/19/20,Internet & Telecom,High-end mobile devices,Native,Agency C,£1.74 ,828,£2.10 
6/19/20,Food & Groceries,Tablets,300x600,Agency B,£0.22 ,807,£0.28 
6/19/20,Family & Community,Tablets,728x90,Agency B,£0.37 ,782,£0.48 
6/19/20,Food & Groceries,High-end mobile devices,Video/Overlay,Agency B,£0.69 ,778,£0.89 
6/19/20,Health,Tablets,300x600,Agency B,£0.58 ,778,£0.75 
6/19/20,Jobs & Education,High-end mobile devices,Native,Agency B,£0.80 ,765,£1.05 
6/19/20,Health,Desktop,300x600,Agency E,£1.75 ,751,£2.33 
6/19/20,Beauty & Personal Care,High-end mobile devices,Native,Agency B,£0.52 ,751,£0.69 
6/19/20,Travel & Tourism,Tablets,300x600,Agency B,£0.75 ,735,£1.02 
6/19/20,Travel & Tourism,Tablets,970x250,Agency B,£0.64 ,729,£0.88 
6/19/20,"Hobbies, Games & Leisure",Desktop,Video/Overlay,Agency B,£1.97 ,725,£2.72 
6/19/20,Finance,Tablets,Native,Agency B,£0.75 ,725,£1.04 
6/19/20,Occasions & Gifts,High-end mobile devices,320x50,Agency B,£0.26 ,721,£0.35 
6/19/20,Finance,Desktop,Video/Overlay,Agency C,£5.84 ,719,£8.12 
6/19/20,Internet & Telecom,High-end mobile devices,300x250,Agency E,£1.43 ,718,£1.99 
6/19/20,Food & Groceries,High-end mobile devices,320x50,Agency C,£1.04 ,717,£1.46 
6/19/20,Apparel,Tablets,300x250,Agency A,£0.69 ,716,£0.97 
6/19/20,Travel & Tourism,Tablets,728x90,Agency B,£0.43 ,696,£0.62 
6/19/20,Autos & Vehicles,Desktop,300x600,Agency E,£1.68 ,694,£2.42 
6/19/20,Autos & Vehicles,Tablets,300x600,Agency C,£1.41 ,689,£2.04 
6/19/20,Arts & Entertainment,Tablets,Interstitial,Agency B,£2.62 ,674,£3.88 
6/19/20,Jobs & Education,Tablets,300x600,Agency B,£0.46 ,663,£0.69 
6/19/20,Apparel,Desktop,Video/Overlay,Agency B,£1.24 ,661,£1.87 
6/19/20,Law & Government,High-end mobile devices,Native,Agency B,£0.53 ,661,£0.80 
6/19/20,"News, Books & Publications",Tablets,970x250,Agency B,£0.51 ,660,£0.78 
6/19/20,Beauty & Personal Care,High-end mobile devices,Interstitial,Agency B,£2.65 ,659,£4.02 
6/19/20,Autos & Vehicles,Desktop,300x250,Agency C,£0.74 ,656,£1.12 
6/19/20,Occasions & Gifts,High-end mobile devices,300x250,Agency B,£0.22 ,656,£0.33 
6/19/20,Travel & Tourism,High-end mobile devices,300x250,Agency B,£0.45 ,642,£0.71 
6/19/20,Law & Government,Desktop,728x90,Agency C,£0.22 ,636,£0.35 
6/19/20,Travel & Tourism,Tablets,Native,Agency B,£0.78 ,634,£1.23 
6/19/20,Dining & Nightlife,Desktop,300x250,Agency B,£0.18 ,620,£0.29 
6/19/20,Sports & Fitness,Tablets,Native,Agency B,£0.41 ,615,£0.67 
6/19/20,Occasions & Gifts,High-end mobile devices,Interstitial,Agency B,£2.08 ,605,£3.44 
6/19/20,Home & Garden,Desktop,300x250,Agency C,£0.88 ,605,£1.45 
6/19/20,Family & Community,High-end mobile devices,300x250,Agency C,£0.37 ,599,£0.61 
6/19/20,Law & Government,Desktop,300x250,Agency C,£0.21 ,599,£0.35 
6/19/20,Autos & Vehicles,Desktop,728x90,Agency C,£0.65 ,593,£1.10 
6/19/20,Business & Industrial,High-end mobile devices,320x50,Agency C,£0.30 ,586,£0.51 
6/19/20,"News, Books & Publications",High-end mobile devices,Native,Agency B,£0.43 ,585,£0.73 
6/19/20,Beauty & Personal Care,Tablets,Native,Agency B,£0.39 ,580,£0.67 
6/19/20,Business & Industrial,High-end mobile devices,300x600,Agency A,£0.60 ,578,£1.03 
6/19/20,Dining & Nightlife,Desktop,728x90,Agency B,£0.18 ,576,£0.32 
6/19/20,Business & Industrial,Desktop,970x250,Agency C,£0.82 ,573,£1.43 
6/19/20,Internet & Telecom,Tablets,Interstitial,Agency B,£1.97 ,569,£3.46 
6/19/20,Food & Groceries,Tablets,970x250,Agency B,£0.14 ,567,£0.25 
6/19/20,Law & Government,High-end mobile devices,300x600,Agency E,£0.55 ,560,£0.98 
6/19/20,Sports & Fitness,Tablets,728x90,Agency B,£0.41 ,558,£0.73 
6/19/20,Apparel,High-end mobile devices,Video/Overlay,Agency B,£0.33 ,556,£0.60 
6/19/20,Jobs & Education,Desktop,Video/Overlay,Agency B,£1.36 ,549,£2.48 
6/19/20,Food & Groceries,High-end mobile devices,300x600,Agency B,£0.51 ,544,£0.94 
6/19/20,"Hobbies, Games & Leisure",High-end mobile devices,300x250,Agency C,£0.56 ,533,£1.05 
6/19/20,Law & Government,Tablets,Native,Agency B,£0.35 ,533,£0.66 
6/19/20,Occasions & Gifts,Tablets,300x600,Agency B,£0.39 ,522,£0.75 
6/19/20,Food & Groceries,Desktop,728x90,Agency C,£0.23 ,522,£0.44 
6/19/20,Autos & Vehicles,Desktop,970x250,Agency E,£1.83 ,521,£3.51 
6/19/20,Dining & Nightlife,High-end mobile devices,Interstitial,Agency B,£1.57 ,513,£3.06 
6/19/20,"Hobbies, Games & Leisure",Tablets,Video/Overlay,Agency C,£4.99 ,506,£9.86 
6/19/20,"Hobbies, Games & Leisure",Desktop,300x600,Agency C,£0.71 ,497,£1.43 
6/19/20,Mobile Apps,Desktop,728x90,Agency B,£0.20 ,497,£0.40 
6/19/20,Business & Industrial,Desktop,300x600,Agency A,£0.38 ,495,£0.78 
6/19/20,Apparel,Desktop,300x250,Agency A,£0.63 ,493,£1.28 
6/19/20,Apparel,Tablets,728x90,Agency A,£0.47 ,493,£0.95 
6/19/20,Business & Industrial,High-end mobile devices,300x600,Agency C,£0.72 ,486,£1.48 
6/19/20,Beauty & Personal Care,Desktop,300x600,Agency C,£0.47 ,483,£0.98 
6/19/20,"Hobbies, Games & Leisure",Tablets,Interstitial,Agency B,£1.80 ,476,£3.77 
6/19/20,"News, Books & Publications",Tablets,Interstitial,Agency B,£1.95 ,473,£4.11 
6/19/20,Health,High-end mobile devices,300x250,Agency C,£0.65 ,468,£1.39 
6/19/20,Internet & Telecom,Desktop,Native,Agency C,£1.35 ,467,£2.89 
6/19/20,Arts & Entertainment,Desktop,Video/Overlay,Agency B,£2.05 ,465,£4.42 
6/19/20,Health,Tablets,300x600,Agency E,£1.29 ,465,£2.78 
6/19/20,Family & Community,Tablets,728x90,Agency C,£0.13 ,455,£0.29 
6/19/20,"News, Books & Publications",Tablets,300x600,Agency B,£0.36 ,452,£0.79 
6/19/20,Arts & Entertainment,High-end mobile devices,Video/Overlay,Agency C,£4.75 ,451,£10.53 
6/19/20,Internet & Telecom,Tablets,320x50,Agency B,£0.24 ,447,£0.53 
6/19/20,Apparel,Tablets,300x250,Agency C,£0.62 ,441,£1.40 
6/19/20,Home & Garden,Desktop,Video/Overlay,Agency B,£1.22 ,435,£2.80 
6/19/20,Food & Groceries,High-end mobile devices,300x250,Agency C,£0.58 ,430,£1.35 
6/19/20,Autos & Vehicles,Tablets,300x600,Agency E,£0.87 ,429,£2.03 
6/19/20,Beauty & Personal Care,High-end mobile devices,300x600,Agency C,£0.70 ,422,£1.65 
6/19/20,Internet & Telecom,Desktop,320x50,Agency B,£0.14 ,419,£0.33 
6/19/20,Health,Desktop,300x250,Agency C,£0.38 ,418,£0.90 
6/19/20,Health,Desktop,970x250,Agency E,£0.90 ,411,£2.20 
6/19/20,Jobs & Education,High-end mobile devices,Video/Overlay,Agency B,£0.26 ,411,£0.63 
6/19/20,"Hobbies, Games & Leisure",Desktop,Video/Overlay,Agency C,£3.20 ,410,£7.80 
6/19/20,Business & Industrial,High-end mobile devices,300x250,Agency A,£0.37 ,408,£0.90 
6/19/20,Computers & Consumer Electronics,High-end mobile devices,Video/Overlay,Agency C,£1.36 ,404,£3.38 
6/19/20,Sports & Fitness,High-end mobile devices,300x600,Agency C,£0.70 ,397,£1.77 
6/19/20,Business & Industrial,High-end mobile devices,Video/Overlay,Agency B,£0.26 ,396,£0.66 
6/19/20,Health,Desktop,320x50,Agency B,£0.13 ,392,£0.33 
